smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
Cc1ccc(C(C)CO)cc1,-2.032,2.185,2.376,0.001,0.006,0.003,0.019,0.026,-4.183,1.7378933989675716e-05,0.973,81.35145568847656%,2.865,23.947349548339844%,0.821,0.943,0.503,0.815,0.129,0.525,0.136,0.875,0.055,0.585,11.576,0.469,0.026,0.143,0.172,0.062,0.079,0.029,0.228,0.492,0.076,0.985,0.018,0.899,3.17,3.695,3.699,0.007,0.003,0.004,0.006,0.164,0.015,0.002,0.021,0.005,0.046,0.014,0.004,150.1,173.841,0.863,1,1,20.23,2,1,6,1,0,6,0.333,1,0,0,0,0,0,2,0,0,0.684,2.107,0.4,12.0,0.27,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CNC(C)C(O)c1ccccc1,-0.766,1.057,1.032,0.0,0.004,0.015,0.003,0.002,-4.869,4.460289346752688e-05,0.275,10.258925437927246%,3.054,80.46025085449219%,0.107,0.412,0.041,0.925,0.006,0.236,0.473,0.873,0.01,0.454,9.453,0.492,0.057,0.087,0.018,0.01,0.596,0.616,0.079,0.027,0.003,0.011,0.786,0.608,2.428,3.096,3.663,0.001,0.001,0.083,0.003,0.367,0.006,0.003,0.017,0.007,0.004,0.004,0.006,165.12,184.837,0.893,2,2,32.26,3,1,6,2,0,6,0.5,2,0,0,0,0,0,0,0,0,0.708,2.567,0.4,12.0,0.43,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=c1c2ccccc2nc2n1CCC2O,-1.644,0.594,0.524,0.003,0.036,0.07,0.928,0.998,-4.7,1.5599252947140485e-05,0.953,59.819698333740234%,1.135,40.68177795410156%,0.549,0.629,0.089,0.706,0.045,0.233,0.014,0.525,0.014,0.528,5.072,0.345,0.053,0.133,0.174,0.085,0.054,0.45,0.317,0.949,0.004,0.68,0.729,0.751,3.157,3.939,4.753,0.024,0.011,0.689,0.016,0.085,0.008,0.01,0.052,0.024,0.04,0.032,0.342,202.07,199.535,1.013,4,1,55.12,0,3,13,4,0,16,0.0,1,0,0,0,0,0,0,1,0,0.688,2.687,0.273,51.429,0.133,0,0,0,0,Accepted,Accepted,Accepted,Accepted
O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1,-2.568,0.584,0.546,0.059,0.009,0.993,0.989,1.0,-6.886,7.634993380634114e-06,0.004,89.2814712524414%,0.562,23.083492279052734%,0.04,0.008,0.009,0.028,0.13,0.032,0.001,0.092,0.015,0.003,8.657,0.97,0.06,0.053,0.983,0.162,0.0,0.007,0.921,0.014,0.003,0.89,0.004,0.909,3.843,4.729,5.992,0.001,0.025,0.824,0.265,0.541,0.922,0.639,0.157,0.185,0.908,0.944,0.854,634.08,559.352,1.134,18,11,310.66,3,5,22,18,0,35,0.086,5,2,0,1,0,9,2,4,0,0.098,5.836,0.222,124.455,1.576,4,1,1,1,Rejected,Accepted,Rejected,Rejected
C1CCCCCCCCCCCCCCCCCCCCCCCCCCC1,-7.855,4.612,13.164,0.0,0.0,0.005,0.04,1.0,-5.466,2.197736876041745e-06,0.003,100.49361419677734%,5.418,0.7008997797966003%,0.032,0.12,0.099,0.045,0.012,0.979,0.034,0.019,0.109,0.01,4.037,0.007,0.663,0.008,0.624,0.024,0.013,0.079,0.985,0.02,0.996,0.925,0.303,1.117,6.919,4.935,6.387,0.017,0.001,0.016,0.073,0.359,0.203,0.076,0.266,0.008,0.42,0.008,0.004,392.44,484.288,0.81,0,0,0.0,0,1,28,0,0,28,0.0,0,2,0,0,0,0,1,0,0,0.384,1.0,1.0,6.0,-0.008,0,0,0,0,Accepted,Rejected,Rejected,Accepted
O=C1C=CC(=O)N1,-0.25,-0.648,-0.475,0.0,0.006,0.007,0.002,0.003,-4.557,3.023817225766834e-05,0.999,7.600652694702148%,0.667,82.89373016357422%,0.138,0.122,0.067,0.166,0.012,0.558,0.002,0.237,0.005,0.181,4.511,0.893,0.026,0.094,0.549,0.756,0.948,0.168,0.795,0.214,0.804,0.986,0.565,0.409,1.907,2.542,2.783,0.022,0.413,0.01,0.071,0.173,0.071,0.005,0.61,0.01,0.87,0.01,0.032,97.02,89.852,1.08,3,1,46.17,0,1,5,3,0,7,0.0,0,0,1,0,0,2,3,2,0,0.402,3.112,0.0,5.0,1.023,2,1,0,0,Accepted,Accepted,Accepted,Rejected
COc1[nH]nc2[nH]cnc(=N)c12,-2.063,-0.268,-0.679,0.0,0.988,0.053,0.018,0.004,-4.963,5.30092211192823e-06,0.561,23.014495849609375%,0.994,56.944847106933594%,0.261,0.703,0.13,0.059,0.029,0.571,0.126,0.151,0.033,0.129,7.712,0.893,0.03,0.949,0.979,0.059,0.983,0.03,0.512,0.069,0.004,0.661,0.982,0.203,1.354,2.901,4.709,0.004,0.003,0.949,0.427,0.035,0.282,0.119,0.67,0.148,0.026,0.258,0.571,165.07,148.448,1.112,6,3,90.44,1,2,9,6,0,11,0.091,0,0,0,0,0,0,0,0,0,0.545,4.049,0.167,10.0,-0.119,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=C(c1ccccc1)C(O)c1ccccc1,-3.061,2.062,2.375,0.001,0.004,0.028,0.792,0.017,-4.667,2.6470283046364784e-05,0.509,90.97306060791016%,0.548,3.839526414871216%,0.474,0.111,0.498,0.21,0.341,0.18,0.014,0.305,0.022,0.315,1.24,0.564,0.028,0.034,0.73,0.031,0.028,0.027,0.24,0.048,0.003,0.664,0.055,0.767,3.529,3.98,3.885,0.043,0.025,0.075,0.013,0.759,0.012,0.015,0.078,0.024,0.014,0.128,0.009,212.08,232.713,0.911,2,1,37.3,3,2,6,2,0,13,0.231,1,0,0,0,0,1,2,0,0,0.794,1.975,0.071,20.0,-0.105,0,0,0,0,Accepted,Accepted,Accepted,Accepted
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,-1.639,0.151,-0.25,0.0,0.114,0.014,0.036,0.019,-5.172,7.860118785174564e-06,0.098,26.18682861328125%,1.497,74.03775787353516%,0.015,0.078,0.017,0.525,0.001,0.43,0.044,0.762,0.004,0.554,4.351,0.832,0.028,0.085,0.017,0.05,0.071,0.844,0.551,0.03,0.003,0.016,0.928,0.124,1.317,2.377,3.667,0.003,0.002,0.02,0.002,0.055,0.006,0.003,0.02,0.006,0.004,0.009,0.006,240.15,248.007,0.968,5,4,85.61,5,1,6,5,0,6,0.833,1,2,0,0,0,0,0,0,0,0.622,3.176,0.583,20.0,0.195,1,0,0,0,Accepted,Accepted,Accepted,Accepted
CC(C)C(=O)c1c2c(c3oc(=O)cc(-c4ccccc4)c3c1O)C=CC(C)(C)O2,-4.39,4.057,5.355,0.998,0.0,0.024,0.003,0.329,-4.713,1.8528200598666444e-05,0.01,100.68475341796875%,0.38,1.0414420366287231%,0.733,0.621,0.836,0.096,0.897,0.696,0.461,0.229,0.433,0.215,1.535,0.105,0.04,0.826,0.976,0.292,0.903,0.211,0.334,0.87,0.003,0.015,0.705,1.395,4.202,5.384,5.837,0.036,0.552,0.948,0.833,0.26,0.682,0.866,0.864,0.179,0.674,0.926,0.969,390.15,407.021,0.959,5,1,76.74,3,4,14,5,0,24,0.125,0,0,0,0,0,3,0,2,1,0.492,2.945,0.25,53.733,2.006,2,0,0,0,Accepted,Accepted,Rejected,Accepted
CC(C)CC(=O)c1c2c(c3oc(=O)cc(-c4ccccc4)c3c1O)C=CC(C)(C)O2,-4.152,4.574,5.988,0.998,0.0,0.021,0.002,0.106,-4.685,1.72006621141918e-05,0.024,100.09577178955078%,0.465,0.955610454082489%,0.408,0.313,0.914,0.098,0.913,0.842,0.269,0.209,0.337,0.168,3.381,0.124,0.021,0.846,0.98,0.388,0.876,0.534,0.411,0.869,0.003,0.022,0.576,1.428,4.45,5.691,5.905,0.014,0.515,0.95,0.79,0.337,0.638,0.869,0.872,0.28,0.596,0.923,0.965,404.16,424.317,0.952,5,1,76.74,4,4,14,5,0,24,0.167,0,0,0,0,0,3,0,2,1,0.454,2.939,0.28,53.625,1.898,2,0,0,0,Accepted,Accepted,Rejected,Accepted
COc1cc2c(cc1C)-c1c(oc(O)c1C)C(O)C2C,-3.932,3.003,3.074,0.001,0.079,0.009,0.003,0.007,-4.79,8.832381354295649e-06,0.219,96.42901611328125%,0.45,2.137913465499878%,0.311,0.951,0.033,0.8,0.077,0.719,0.034,0.55,0.066,0.452,8.658,0.279,0.003,0.528,0.954,0.015,0.137,0.099,0.073,0.154,0.003,0.021,0.581,1.113,3.302,4.674,5.359,0.358,0.046,0.876,0.858,0.275,0.032,0.273,0.209,0.084,0.098,0.519,0.798,274.12,281.601,0.973,4,2,62.83,1,3,13,4,0,15,0.067,2,0,0,0,0,0,2,1,0,0.836,3.91,0.375,60.455,0.994,0,0,0,0,Accepted,Rejected,Accepted,Accepted
CON=Cc1ccc(O[Si](C)(C)C)c(OC)c1,-5.32,3.537,3.16,0.012,0.005,0.746,0.017,0.948,-4.641,1.6941055946517736e-05,0.731,96.54290771484375%,3.06,4.184718132019043%,0.967,0.979,0.147,0.883,0.046,0.88,0.062,0.908,0.057,0.597,1.622,0.668,0.04,0.022,0.195,0.036,0.007,0.03,0.241,0.18,0.169,0.806,0.069,3.149,4.228,4.625,6.365,0.023,0.003,0.272,0.135,0.053,0.008,0.002,0.484,0.019,0.005,0.094,0.473,253.11,38792617.176,0.0,4,0,40.05,5,1,6,5,0,7,0.714,0,0,0,1,0,1,0,1,0,0.46,2.501,0.417,9.0,-0.5,1,1,0,0,Accepted,Rejected,Accepted,Accepted
N=c1[nH]cnc2[nH]cnc12,-2.458,-0.633,-1.686,0.0,0.993,0.024,0.828,0.379,-5.072,4.288308900868287e-06,0.288,11.426475524902344%,1.006,79.68083190917969%,0.13,0.536,0.16,0.058,0.015,0.347,0.395,0.077,0.029,0.224,7.729,0.925,0.031,0.937,0.973,0.346,0.983,0.061,0.928,0.032,0.021,0.976,0.979,0.049,2.151,2.868,4.161,0.003,0.002,0.913,0.923,0.075,0.319,0.054,0.67,0.469,0.076,0.145,0.92,135.05,122.361,1.104,5,3,81.21,0,2,9,5,0,11,0.0,0,0,0,0,0,0,0,0,0,0.466,3.725,0.0,9.0,-0.192,0,0,0,0,Accepted,Accepted,Accepted,Rejected
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-9.397,4.188,9.994,0.0,0.994,1.0,0.025,0.008,-6.695,0.00025525951059535146,0.0,139.3245849609375%,5.492,166.7434844970703%,0.088,0.965,0.812,0.984,0.823,0.994,0.0,0.961,0.543,0.027,2.355,0.029,0.35,0.0,0.008,0.011,0.0,0.324,0.964,0.007,1.0,0.996,0.005,7.217,7.538,10.546,7.475,0.065,0.0,0.002,0.001,0.001,0.257,0.006,0.134,0.002,0.072,0.887,0.015,888.23,465509114.222,0.0,12,0,110.76,0,1,24,24,0,24,0.0,0,0,0,0,0,0,0,0,0,0.217,4.728,1.0,39.0,0.008,0,1,0,0,Rejected,Accepted,Rejected,Rejected
CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,-1.294,0.803,-0.487,0.0,0.991,0.99,0.597,0.999,-6.157,0.00017352269787807018,0.376,44.34885787963867%,0.369,36.260475158691406%,0.001,0.035,0.012,0.11,0.0,0.122,0.003,0.088,0.031,0.039,1.206,0.369,0.004,0.138,0.957,0.463,0.08,0.012,0.012,0.938,0.003,0.005,0.127,0.454,3.388,4.372,5.285,0.005,0.303,0.016,0.062,0.133,0.015,0.061,0.184,0.488,0.01,0.501,0.365,686.24,641.485,1.07,17,8,260.59,14,4,6,17,0,27,0.519,12,1,0,0,0,3,5,2,1,0.083,5.235,0.613,104.4,1.765,2,1,0,0,Rejected,Accepted,Rejected,Rejected
CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OC,-1.024,0.497,-0.243,0.0,0.825,0.943,0.076,0.996,-5.588,0.0001326511992374435,0.669,29.30124282836914%,0.33,58.880401611328125%,0.007,0.11,0.014,0.601,0.002,0.067,0.006,0.085,0.018,0.176,2.106,0.626,0.001,0.296,0.958,0.854,0.357,0.041,0.029,0.951,0.003,0.008,0.907,0.464,1.763,3.635,3.647,0.007,0.14,0.007,0.01,0.053,0.009,0.011,0.089,0.141,0.008,0.305,0.144,418.15,388.918,1.075,11,4,161.21,8,2,6,11,0,15,0.533,7,1,0,0,0,3,5,1,1,0.289,4.612,0.667,41.933,2.365,1,0,0,0,Accepted,Accepted,Rejected,Accepted
CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)cc1,-1.671,1.344,0.645,0.0,0.673,0.927,0.1,0.998,-5.702,0.00010168686276301742,0.596,63.72809982299805%,0.394,34.461761474609375%,0.014,0.077,0.045,0.204,0.016,0.145,0.012,0.084,0.21,0.2,2.057,0.647,0.005,0.168,0.954,0.693,0.088,0.147,0.032,0.954,0.003,0.007,0.643,0.519,3.099,4.572,5.312,0.006,0.241,0.035,0.032,0.186,0.013,0.048,0.161,0.202,0.017,0.715,0.44,524.19,502.314,1.044,12,5,181.44,11,3,6,12,0,21,0.524,7,1,0,0,0,3,5,2,1,0.21,4.574,0.52,74.105,1.915,2,0,0,0,Rejected,Accepted,Rejected,Rejected
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CCO)C1CC(=O)OCCc1ccc(O)cc1,-1.47,0.44,-0.508,0.0,0.505,0.928,0.875,1.0,-5.79,0.0001363018382107839,0.637,41.374210357666016%,0.315,53.320457458496094%,0.009,0.052,0.019,0.064,0.003,0.117,0.004,0.097,0.076,0.138,1.926,0.766,0.008,0.258,0.967,0.63,0.115,0.113,0.029,0.96,0.003,0.007,0.644,0.429,2.27,4.299,4.418,0.005,0.186,0.031,0.028,0.16,0.011,0.027,0.225,0.236,0.014,0.56,0.273,540.18,511.104,1.057,13,6,201.67,12,3,6,13,0,21,0.571,7,1,0,0,0,4,5,2,2,0.15,4.638,0.52,74.105,1.861,2,0,0,0,Rejected,Accepted,Rejected,Rejected
OC12COC(c3ccc4c(c3)OCO4)C1COC2c1ccc2c(c1)OCO2,-4.85,2.811,2.595,0.983,0.001,0.001,0.003,0.002,-5.111,5.366752156987786e-05,0.178,96.58770751953125%,1.092,3.450138568878174%,0.776,0.481,0.867,0.487,0.595,0.789,0.969,0.895,0.957,0.454,15.604,0.071,0.048,0.216,0.2,0.933,0.189,0.344,0.797,0.943,0.003,0.038,0.235,2.661,4.619,6.095,6.08,0.121,0.324,0.925,0.35,0.665,0.418,0.002,0.58,0.715,0.372,0.685,0.945,370.11,348.85,1.061,7,1,75.61,2,6,9,7,0,29,0.069,4,1,0,0,0,1,3,1,0,0.87,3.966,0.4,107.143,1.482,0,0,0,0,Accepted,Accepted,Accepted,Accepted
O=[N+]([O-])N1CN2CN(C1)CN([N+](=O)[O-])C2,-1.554,0.202,-0.099,0.004,0.011,0.875,0.183,0.964,-5.158,0.00015725474804639816,0.013,43.85588073730469%,0.85,70.59831237792969%,0.031,0.097,0.491,0.174,0.281,0.202,0.0,0.34,0.0,0.0,2.884,0.348,0.009,0.978,0.987,0.997,0.307,0.015,0.939,0.073,0.385,0.96,0.572,0.277,2.234,3.681,2.086,0.006,0.007,0.009,0.002,0.174,0.008,0.004,0.109,0.003,0.012,0.007,0.006,218.08,173.792,1.255,10,0,99.24,2,2,8,10,0,12,0.167,0,2,0,1,0,2,0,2,1,0.403,5.006,1.0,24.0,-0.352,0,2,0,0,Accepted,Accepted,Accepted,Accepted
OCC(O)CO,0.661,-1.793,-1.779,0.0,0.012,0.66,0.767,0.803,-5.159,0.02102864347398281,0.239,9.315686225891113%,0.64,89.5035629272461%,0.022,0.058,0.013,0.112,0.002,0.078,0.002,0.149,0.005,0.06,3.143,0.873,0.054,0.051,0.027,0.044,0.01,0.003,0.11,0.035,0.019,0.988,0.013,-0.108,0.52,0.076,-0.146,0.01,0.002,0.007,0.003,0.133,0.01,0.002,0.02,0.007,0.007,0.003,0.004,92.05,86.815,1.06,3,3,60.69,2,0,0,3,0,0,inf,0,0,0,0,0,0,1,0,0,0.381,2.426,1.0,0.0,1.055,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CC(=CC(C)(C)c1ccccc1)c1ccccc1,-5.928,4.763,5.46,0.747,0.02,0.002,0.914,0.003,-4.641,1.3170512829674408e-05,0.111,97.4471435546875%,1.391,1.51657235622406%,0.977,0.653,0.953,0.162,0.874,0.589,0.626,0.18,0.436,0.538,6.742,0.184,0.212,0.081,0.029,0.006,0.078,0.057,0.933,0.235,0.869,0.992,0.034,2.819,4.55,4.839,4.909,0.007,0.007,0.002,0.022,0.447,0.278,0.004,0.046,0.007,0.033,0.549,0.003,236.16,284.316,0.831,0,0,0.0,3,2,6,0,0,13,0.231,0,0,0,0,0,0,1,0,0,0.698,2.078,0.222,12.0,0.059,0,0,0,0,Accepted,Rejected,Rejected,Accepted
Nc1c([N+](=O)[O-])ccc2ncccc12,-3.923,1.618,1.63,0.0,0.002,0.006,0.002,0.002,-4.364,0.00027109048096463084,0.856,55.977561950683594%,1.475,48.10931396484375%,0.958,0.548,0.279,0.571,0.28,0.778,0.08,0.843,0.044,0.121,3.603,0.356,0.195,0.677,0.877,0.922,0.281,0.786,0.881,0.671,0.015,0.949,0.923,0.603,3.751,3.6,5.009,0.161,0.052,0.949,0.782,0.181,0.296,0.111,0.858,0.245,0.214,0.72,0.382,189.05,181.859,1.04,5,2,82.05,1,2,10,5,0,12,0.083,0,3,0,0,0,2,0,4,10,0.42,2.111,0.0,11.0,-1.272,4,0,0,0,Accepted,Accepted,Accepted,Rejected
Cc1cccc2cc(-c3ccccc3)cn12,-4.946,3.556,4.436,0.025,0.006,0.003,0.517,0.001,-4.46,2.0223873434588313e-05,0.699,96.30868530273438%,0.844,2.791565179824829%,0.994,0.754,0.864,0.072,0.636,0.391,0.279,0.662,0.119,0.34,8.286,0.46,0.013,0.242,0.088,0.709,0.047,0.892,0.199,0.838,0.004,0.288,0.12,2.718,4.154,4.832,4.905,0.01,0.002,0.041,0.01,0.797,0.051,0.002,0.062,0.022,0.004,0.13,0.004,207.1,234.868,0.882,1,0,4.41,1,3,9,1,0,16,0.062,0,1,0,0,0,0,0,1,0,0.569,2.051,0.067,14.0,-1.196,0,0,0,0,Accepted,Rejected,Rejected,Accepted
Cc1cc2cccc(-c3ccccc3)c2[nH]1,-4.663,3.869,4.361,0.02,0.066,0.003,0.97,0.699,-4.785,1.5069279470480978e-05,0.503,97.49867248535156%,0.889,2.0391063690185547%,0.99,0.83,0.815,0.064,0.665,0.498,0.915,0.844,0.635,0.295,6.335,0.343,0.054,0.211,0.605,0.804,0.072,0.857,0.472,0.697,0.016,0.893,0.925,2.607,4.288,4.955,5.444,0.013,0.004,0.857,0.043,0.649,0.055,0.322,0.369,0.422,0.608,0.411,0.239,207.1,234.868,0.882,1,1,15.79,1,3,9,1,0,16,0.062,0,0,0,0,0,0,0,2,0,0.617,1.883,0.067,14.0,-0.607,0,0,0,0,Accepted,Rejected,Rejected,Accepted
COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,-3.627,3.071,3.391,0.858,0.007,0.003,0.013,0.005,-4.553,4.626359077519737e-05,0.977,70.07440185546875%,0.705,19.931459426879883%,0.162,0.585,0.962,0.936,0.942,0.709,0.1,0.286,0.9,0.932,11.175,0.571,0.025,0.797,0.976,0.025,0.017,0.021,0.665,0.021,0.004,0.024,0.016,0.629,3.176,3.87,4.083,0.442,0.03,0.008,0.265,0.351,0.111,0.011,0.599,0.006,0.017,0.017,0.003,325.17,353.639,0.919,4,0,46.61,7,2,6,4,0,14,0.5,1,1,0,0,0,2,0,1,0,0.791,2.544,0.3,28.0,-0.462,0,0,0,0,Accepted,Rejected,Accepted,Accepted
CCC(C)(C)C,-3.82,3.66,3.683,0.001,0.001,0.015,0.378,0.066,-4.214,1.949604666151572e-05,0.985,88.79544067382812%,1.661,25.599679946899414%,0.622,0.836,0.309,0.91,0.084,0.877,0.011,0.662,0.023,0.197,9.503,0.6,0.026,0.029,0.039,0.009,0.192,0.032,0.271,0.157,0.992,0.989,0.634,1.807,3.175,3.271,4.107,0.005,0.002,0.005,0.004,0.161,0.013,0.002,0.017,0.002,0.012,0.007,0.002,86.11,112.332,0.767,0,0,0.0,1,0,0,0,0,0,inf,0,1,0,0,0,0,1,0,0,0.424,1.994,1.0,0.0,-0.308,0,0,0,0,Accepted,Rejected,Accepted,Rejected
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.402,1.357,4.904,0.996,0.0,0.002,0.006,0.151,-4.73,2.1061541701783426e-05,0.013,101.83064270019531%,1.186,1.2997980117797852%,0.844,0.924,0.953,0.874,0.83,0.892,0.033,0.861,0.149,0.085,8.065,0.265,0.016,0.025,0.031,0.055,0.984,0.165,0.914,0.044,0.912,0.933,0.971,2.208,4.282,6.26,7.423,0.002,0.002,0.986,0.92,0.948,0.434,0.003,0.032,0.002,0.009,0.032,0.007,383.99,313.072,1.227,4,0,36.92,12,0,0,10,0,2,6.0,0,0,0,3,2,0,1,0,0,0.343,3.602,1.0,0.0,0.129,1,2,0,0,Accepted,Rejected,Rejected,Accepted
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,-4.236,2.791,4.429,0.974,0.0,0.003,0.002,0.004,-4.635,1.7538495740154758e-05,0.634,97.82186889648438%,2.11,1.5500332117080688%,0.958,0.849,0.972,0.77,0.926,0.961,0.03,0.893,0.273,0.195,3.531,0.175,0.008,0.036,0.825,0.066,0.826,0.206,0.906,0.236,0.929,0.985,0.945,2.856,4.93,6.805,6.635,0.027,0.002,0.959,0.928,0.149,0.671,0.004,0.529,0.005,0.008,0.854,0.018,371.94,281.548,1.321,3,0,35.53,7,1,6,7,0,7,1.0,1,1,0,0,0,0,1,0,0,0.568,3.11,0.455,18.0,-0.568,2,2,0,0,Accepted,Rejected,Rejected,Accepted
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.836,4.576,4.452,0.827,0.001,0.007,0.002,0.003,-4.643,1.8391654521110468e-05,0.601,98.82157897949219%,2.771,2.2170798778533936%,0.305,0.918,0.886,0.111,0.878,0.259,0.701,0.128,0.156,0.895,9.07,0.122,0.006,0.546,0.977,0.009,0.113,0.102,0.323,0.789,0.003,0.02,0.731,1.98,4.071,4.897,4.171,0.015,0.008,0.452,0.777,0.734,0.031,0.011,0.845,0.008,0.07,0.698,0.651,344.07,316.487,1.087,5,0,57.26,4,2,6,7,0,12,0.333,0,3,0,0,0,0,1,1,0,0.836,2.683,0.467,17.0,-1.197,3,0,0,0,Accepted,Rejected,Rejected,Accepted
CC(C)(C)c1ccc(C(C)(C)C)c(O)c1,-4.664,4.38,4.916,0.612,0.007,0.717,0.988,0.989,-5.041,1.0902668691414874e-05,0.314,98.42903137207031%,4.735,4.835430145263672%,0.937,0.931,0.787,0.766,0.685,0.877,0.887,0.862,0.484,0.67,6.094,0.265,0.015,0.038,0.039,0.009,0.123,0.767,0.699,0.033,0.976,0.986,0.708,2.451,4.762,5.35,5.402,0.002,0.003,0.016,0.027,0.579,0.866,0.013,0.407,0.002,0.62,0.965,0.015,206.17,243.025,0.848,1,1,20.23,2,1,6,1,0,6,0.333,0,1,0,1,0,0,0,1,0,0.68,2.173,0.571,12.0,0.007,1,0,0,0,Accepted,Rejected,Rejected,Accepted
C=CCCCC(C)CO,-1.783,2.249,2.262,0.0,0.0,0.005,0.082,0.894,-4.204,2.3883791072876193e-05,0.999,72.82588958740234%,1.098,37.899253845214844%,0.448,0.652,0.067,0.583,0.025,0.62,0.021,0.702,0.046,0.221,9.377,0.742,0.012,0.024,0.029,0.017,0.071,0.024,0.913,0.143,0.92,0.991,0.219,0.761,2.759,3.327,3.728,0.012,0.003,0.008,0.005,0.082,0.018,0.003,0.022,0.005,0.796,0.015,0.008,128.12,153.078,0.837,1,1,20.23,5,0,0,1,0,1,5.0,1,0,0,0,0,0,1,1,0,0.443,2.926,0.75,1.0,2.294,0,0,0,0,Accepted,Accepted,Accepted,Rejected
OCc1ccsc1,-0.482,0.883,0.813,0.0,0.001,0.01,0.052,0.305,-4.256,0.00010672248754417524,0.777,34.4793701171875%,0.654,79.1650161743164%,0.884,0.764,0.417,0.688,0.029,0.631,0.653,0.77,0.014,0.371,7.647,0.837,0.024,0.038,0.493,0.01,0.048,0.023,0.479,0.026,0.205,0.993,0.779,0.496,1.949,3.167,2.507,0.004,0.002,0.023,0.007,0.389,0.005,0.627,0.048,0.012,0.026,0.017,0.013,114.01,108.506,1.051,1,1,20.23,1,1,5,2,0,5,0.2,0,0,0,0,0,0,0,1,0,0.582,2.364,0.2,4.0,-2.005,1,0,0,0,Accepted,Accepted,Accepted,Rejected
OCCc1ccccc1,-1.196,1.406,1.372,0.001,0.004,0.011,0.962,0.931,-4.168,2.621630483190529e-05,0.966,53.125144958496094%,4.266,37.2891731262207%,0.829,0.534,0.248,0.136,0.041,0.181,0.015,0.224,0.016,0.363,10.085,0.826,0.046,0.061,0.049,0.035,0.02,0.018,0.628,0.303,0.936,0.994,0.025,0.773,2.522,2.898,3.274,0.005,0.003,0.016,0.009,0.135,0.007,0.003,0.028,0.009,0.009,0.012,0.005,122.07,139.249,0.877,1,1,20.23,2,1,6,1,0,6,0.333,0,0,0,0,0,0,2,0,0,0.625,1.273,0.25,4.0,0.268,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CC(=O)OC(C)c1ccccc1,-1.778,1.907,2.117,0.002,0.001,0.004,0.003,0.613,-4.346,2.199349364673253e-05,0.974,79.43487548828125%,1.32,28.428220748901367%,0.655,0.115,0.249,0.55,0.164,0.272,0.006,0.195,0.022,0.396,5.229,0.747,0.016,0.222,0.83,0.301,0.033,0.025,0.396,0.564,0.673,0.979,0.024,0.652,2.96,3.662,4.074,0.141,0.092,0.016,0.011,0.112,0.011,0.005,0.016,0.009,0.021,0.018,0.009,164.08,179.994,0.912,2,0,26.3,3,1,6,2,0,7,0.429,1,0,0,0,0,2,0,0,0,0.627,2.075,0.3,12.0,-0.047,0,0,0,0,Accepted,Accepted,Accepted,Rejected
